price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus,mainroad_yes,mainroad_no,guestroom_yes,guestroom_no,basement_yes,basement_no,hotwaterheating_yes,hotwaterheating_no,airconditioning_yes,airconditioning_no,prefarea_yes,prefarea_no,furnished,semi-furnished,unfurnished
4900000,-0.1755143477,0.4000000000,0.0000000000,0.0000000000,1,1,1,0,0,0.0000000000,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0
3500000,0.3456675084,0.2000000000,0.0000000000,0.0000000000,1,0,0,0,0,0.3333333333,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0
4270000,-0.3646157291,0.6000000000,0.0000000000,0.3333333333,1,0,0,0,0,0.0000000000,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0
5285000,-0.2539222376,0.2000000000,0.3333333333,0.0000000000,1,0,0,0,1,0.6666666667,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0
6790000,-0.5306559665,0.4000000000,0.3333333333,0.3333333333,1,0,1,0,1,0.0000000000,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0
8890000,-0.2539222376,0.4000000000,0.3333333333,0.3333333333,1,1,0,0,1,0.6666666667,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0
3290000,-1.3862244116,0.4000000000,0.0000000000,0.3333333333,1,0,1,0,0,0.0000000000,1,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0
3500000,-0.5352681953,0.4000000000,0.0000000000,0.3333333333,1,0,0,0,0,0.0000000000,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
8575000,1.6832138647,0.4000000000,0.3333333333,0.3333333333,1,0,0,0,1,0.6666666667,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0
4767000,-0.7981652377,0.6000000000,0.3333333333,0.3333333333,1,0,0,0,0,0.0000000000,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
4200000,-0.7520429496,0.4000000000,0.0000000000,0.3333333333,1,0,0,0,0,0.0000000000,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0
4900000,-0.9918788480,0.4000000000,0.0000000000,0.3333333333,1,0,1,0,1,0.0000000000,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0
4480000,1.4295412799,0.4000000000,0.0000000000,0.0000000000,1,0,0,0,0,0.0000000000,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0
6300000,-0.4845336783,0.4000000000,0.3333333333,0.6666666667,1,0,0,0,1,0.6666666667,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0
3920000,-0.6155209767,0.2000000000,0.0000000000,0.0000000000,1,0,1,0,1,0.6666666667,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
4165000,-0.4937581359,0.4000000000,0.0000000000,0.3333333333,1,0,0,0,0,0.6666666667,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
5110000,0.4379120847,0.4000000000,0.0000000000,0.0000000000,1,0,1,0,1,0.0000000000,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0
2660000,-0.5610966766,0.2000000000,0.0000000000,0.0000000000,1,0,0,0,0,0.0000000000,0,-1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1
2135000,-0.9918788480,0.2000000000,0.0000000000,0.0000000000,0,0,0,0,0,0.0000000000,0,-1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
5880000,0.6224012373,0.4000000000,0.3333333333,0.6666666667,1,0,0,0,1,0.0000000000,0,-1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1
4270000,-1.3723877252,0.4000000000,0.0000000000,0.3333333333,0,1,1,0,1,0.0000000000,0,-1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1
2450000,-0.9918788480,0.2000000000,0.0000000000,0.0000000000,1,0,0,0,0,0.3333333333,0,-1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1
3703000,-0.9365321022,0.4000000000,0.0000000000,0.3333333333,0,0,1,1,0,0.0000000000,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0
7420000,1.0559507459,0.4000000000,0.3333333333,1.0000000000,1,0,0,0,0,0.3333333333,1,-1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1
2730000,-0.5306559665,0.4000000000,0.0000000000,0.3333333333,1,0,0,0,0,0.3333333333,0,-1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1
2660000,-1.2547758904,0.4000000000,0.0000000000,0.0000000000,0,0,0,0,0,0.0000000000,0,-1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
1750000,-0.5998393987,0.4000000000,0.0000000000,0.3333333333,1,0,0,0,0,0.0000000000,0,-1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1
8400000,1.0720935467,0.4000000000,0.3333333333,1.0000000000,1,0,0,0,1,0.6666666667,0,-1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1
4900000,0.5301566610,0.4000000000,0.0000000000,0.0000000000,1,0,0,0,1,0.6666666667,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0
7420000,0.5416872330,0.4000000000,0.0000000000,1.0000000000,1,0,0,0,1,0.3333333333,0,-1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1
6419000,0.7377069576,0.2000000000,0.0000000000,0.0000000000,1,1,1,0,0,0.6666666667,1,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0
3675000,-0.7151451191,0.2000000000,0.0000000000,0.0000000000,1,0,0,0,0,0.0000000000,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0
2520000,-0.9918788480,0.2000000000,0.0000000000,0.3333333333,1,0,0,0,0,0.0000000000,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0
2485000,-0.9918788480,0.4000000000,0.0000000000,0.3333333333,0,0,0,0,0,0.0000000000,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
3780000,-0.7151451191,0.2000000000,0.0000000000,0.0000000000,1,0,0,0,0,0.0000000000,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
4060000,-0.3830646444,0.4000000000,0.0000000000,0.3333333333,1,0,0,0,0,0.6666666667,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0
2485000,-0.3461668139,0.4000000000,0.0000000000,0.3333333333,1,0,0,0,0,0.0000000000,0,-1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1
3710000,0.4010142541,0.4000000000,0.0000000000,0.0000000000,1,0,0,0,0,0.0000000000,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
4480000,0.3387491651,0.2000000000,0.0000000000,0.0000000000,1,0,0,0,1,0.3333333333,0,-1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1
2870000,0.1150560676,0.6000000000,0.0000000000,0.3333333333,1,0,0,0,0,0.0000000000,0,-1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1
4375000,-0.5767782546,0.4000000000,0.0000000000,0.3333333333,1,0,0,0,0,0.0000000000,0,-1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1
2940000,-0.0878820002,0.2000000000,0.0000000000,0.0000000000,1,0,0,0,0,0.0000000000,0,-1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1
5565000,0.1150560676,0.8000000000,0.0000000000,0.3333333333,1,1,1,0,1,0.0000000000,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0
10150000,5.0962631877,0.8000000000,0.6666666667,0.3333333333,1,0,0,0,0,0.0000000000,0,-1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1
6650000,-0.5122070512,0.4000000000,0.0000000000,0.3333333333,1,0,1,1,0,0.3333333333,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0
1820000,-0.9918788480,0.2000000000,0.0000000000,0.0000000000,1,0,1,0,0,0.6666666667,0,-1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1
4515000,-0.7520429496,0.2000000000,0.0000000000,0.3333333333,1,0,0,0,0,0.0000000000,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0
3360000,-0.4753092207,0.2000000000,0.0000000000,0.3333333333,1,0,0,0,0,0.0000000000,0,-1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1
3710000,-0.7225246852,0.2000000000,0.0000000000,0.0000000000,1,0,0,1,0,0.0000000000,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0
3353000,-1.1302457124,0.4000000000,0.0000000000,0.0000000000,0,0,0,0,0,0.0000000000,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
3570000,-0.6966962038,0.2000000000,0.0000000000,0.0000000000,1,0,0,0,0,0.0000000000,0,-1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1
4270000,0.5578300339,0.2000000000,0.0000000000,0.3333333333,1,0,0,0,0,0.0000000000,0,-1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1
2940000,-0.9226954157,0.4000000000,0.0000000000,0.3333333333,0,0,0,0,0,0.0000000000,0,-1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
6790000,3.2006371448,0.6000000000,0.3333333333,0.3333333333,1,0,0,0,0,0.6666666667,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0
3290000,-0.6265903258,0.6000000000,0.0000000000,0.3333333333,1,0,0,0,0,0.0000000000,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
5565000,-0.3461668139,0.6000000000,0.0000000000,0.3333333333,1,0,0,0,1,0.6666666667,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0
4403000,-0.1063309155,0.4000000000,0.0000000000,0.3333333333,1,0,0,0,0,0.3333333333,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
4200000,-1.3032042930,0.4000000000,0.0000000000,0.3333333333,0,0,0,0,0,0.0000000000,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
2275000,-1.5287422820,0.2000000000,0.0000000000,0.0000000000,0,0,1,0,0,0.0000000000,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0
5810000,0.0228114913,0.4000000000,0.0000000000,0.6666666667,1,0,0,0,1,0.0000000000,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0
7343000,2.9008422718,0.6000000000,0.0000000000,0.3333333333,1,0,1,0,0,0.3333333333,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0
3255000,-0.5629415682,0.2000000000,0.0000000000,0.0000000000,0,0,0,0,0,0.0000000000,0,-1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
4893000,-0.0717391994,0.6000000000,0.3333333333,0.0000000000,1,0,1,0,0,0.0000000000,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0
5600000,2.4672927632,0.2000000000,0.0000000000,0.0000000000,1,0,0,0,0,0.3333333333,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
5215000,-0.9088587293,0.4000000000,0.3333333333,0.3333333333,1,0,0,0,0,0.6666666667,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
5950000,0.6339318093,0.4000000000,0.3333333333,1.0000000000,1,0,0,0,0,0.3333333333,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0
1750000,-0.7059206614,0.2000000000,0.0000000000,0.0000000000,1,0,0,0,0,0.0000000000,0,-1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1
3430000,-0.5998393987,0.4000000000,0.0000000000,0.0000000000,1,0,0,0,0,0.0000000000,0,-1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1
3920000,0.9729306272,0.4000000000,0.3333333333,0.0000000000,1,1,1,0,0,1.0000000000,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0
6020000,0.7607681017,0.2000000000,0.0000000000,0.0000000000,1,1,1,0,0,0.6666666667,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0
6020000,0.8068903899,0.4000000000,0.3333333333,0.0000000000,1,1,1,0,0,0.0000000000,1,-1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1
2975000,-0.3683055122,0.6000000000,0.0000000000,0.3333333333,0,0,0,0,0,0.3333333333,0,-1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
2380000,-1.2340208607,0.4000000000,0.0000000000,0.3333333333,1,0,0,0,0,0.0000000000,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0
3675000,0.2257495592,0.2000000000,0.0000000000,0.0000000000,0,0,0,0,0,0.0000000000,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
2380000,-1.0901193217,0.6000000000,0.3333333333,0.3333333333,1,0,0,0,0,0.0000000000,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0
3080000,-0.3000445257,0.2000000000,0.0000000000,0.3333333333,1,0,0,1,0,0.3333333333,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0
4270000,-0.3000445257,0.2000000000,0.0000000000,0.0000000000,1,0,0,0,1,0.6666666667,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0
3780000,-1.0582949429,0.4000000000,0.0000000000,0.6666666667,1,0,0,0,0,0.0000000000,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0
4193000,1.4295412799,0.4000000000,0.0000000000,0.0000000000,1,0,1,0,0,1.0000000000,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0
6090000,0.6754418686,0.6000000000,0.3333333333,0.3333333333,1,1,0,1,0,0.3333333333,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0
5740000,-0.0694330850,0.4000000000,0.0000000000,0.6666666667,1,0,0,0,1,0.0000000000,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0
4200000,-1.1085682370,0.6000000000,0.3333333333,0.3333333333,0,0,0,0,0,0.0000000000,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
3605000,-0.3000445257,0.2000000000,0.0000000000,0.0000000000,1,0,0,0,0,0.0000000000,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
6195000,0.1611783558,0.4000000000,0.3333333333,1.0000000000,1,1,0,0,1,0.3333333333,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0
5950000,0.5855034067,0.4000000000,0.0000000000,0.0000000000,1,0,1,0,1,0.0000000000,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0
4270000,0.5578300339,0.2000000000,0.0000000000,0.0000000000,1,0,0,0,0,0.0000000000,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0
3010000,-0.6459616868,0.4000000000,0.0000000000,0.3333333333,1,0,0,0,0,0.0000000000,0,-1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1
2450000,-0.8811853564,0.2000000000,0.0000000000,0.0000000000,0,1,0,0,0,0.3333333333,0,-1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1
4620000,0.2441984744,0.4000000000,0.0000000000,0.3333333333,1,1,0,0,1,0.3333333333,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0
4900000,-0.4868397927,0.4000000000,0.0000000000,0.3333333333,0,1,1,0,1,0.0000000000,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0
3605000,-0.5306559665,0.2000000000,0.0000000000,0.0000000000,1,0,0,0,0,0.0000000000,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0
3255000,-0.3000445257,0.2000000000,0.0000000000,0.0000000000,0,0,0,0,0,0.0000000000,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
3150000,-0.7843285513,0.4000000000,0.0000000000,0.3333333333,1,0,1,0,0,0.0000000000,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0
3150000,-0.7843285513,0.0000000000,0.0000000000,0.0000000000,1,0,0,0,0,0.0000000000,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0
3920000,-0.8581242123,0.2000000000,0.0000000000,0.0000000000,1,0,0,1,0,0.3333333333,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0
8400000,0.1611783558,0.6000000000,0.3333333333,0.3333333333,1,0,1,0,1,0.3333333333,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0
3430000,-0.5306559665,0.2000000000,0.0000000000,0.0000000000,1,0,0,0,0,0.0000000000,0,-1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1
5810000,0.3124594609,0.6000000000,0.0000000000,1.0000000000,1,1,0,0,0,0.0000000000,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0
8080940,0.8530126780,0.4000000000,0.3333333333,1.0000000000,1,0,0,0,1,0.6666666667,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0
9100000,0.6685235254,0.6000000000,0.3333333333,0.3333333333,1,1,1,0,1,0.3333333333,1,-1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1
2940000,-0.6874717462,0.6000000000,0.0000000000,0.3333333333,0,0,0,0,0,0.0000000000,0,-1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
8400000,1.7178055808,0.4000000000,0.0000000000,0.0000000000,1,0,0,0,0,0.3333333333,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
2961000,-0.9918788480,0.2000000000,0.0000000000,0.3333333333,1,0,0,0,0,0.0000000000,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
7962500,0.3917897965,0.4000000000,0.0000000000,1.0000000000,1,1,0,0,1,0.6666666667,0,-1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1
5320000,1.2219909832,0.4000000000,0.0000000000,0.0000000000,1,0,1,0,1,0.6666666667,1,-1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1
3118850,-1.2695350226,0.4000000000,0.0000000000,0.0000000000,1,0,0,0,0,0.0000000000,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0
5600000,-0.1616776613,0.8000000000,0.3333333333,0.6666666667,0,0,1,1,0,0.0000000000,0,-1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1
3010000,-1.0679806234,0.2000000000,0.0000000000,0.0000000000,1,0,0,0,0,0.0000000000,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
7525000,0.3917897965,0.4000000000,0.3333333333,1.0000000000,1,0,0,0,1,0.3333333333,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0
3360000,-0.0878820002,0.6000000000,0.0000000000,0.6666666667,0,0,0,0,0,0.0000000000,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
2100000,-1.2686125769,0.4000000000,0.0000000000,0.3333333333,1,0,0,0,0,0.0000000000,0,-1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1
4690000,2.0830941029,0.6000000000,0.3333333333,0.3333333333,1,1,1,0,0,0.3333333333,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0
2604000,-1.0333889073,0.2000000000,0.0000000000,0.0000000000,0,0,0,0,0,0.0000000000,0,-1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
2835000,-0.8535119835,0.4000000000,0.0000000000,0.3333333333,0,0,0,0,0,0.3333333333,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
12250000,2.2182324072,0.4000000000,0.3333333333,0.3333333333,1,0,1,0,0,0.6666666667,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0
3780000,-0.1524532036,0.4000000000,0.0000000000,0.3333333333,1,0,0,0,0,0.0000000000,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
4760000,2.3473748140,0.2000000000,0.0000000000,0.0000000000,1,0,0,0,1,0.6666666667,1,-1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1
5460000,0.6685235254,0.6000000000,0.3333333333,0.3333333333,1,1,1,0,0,0.0000000000,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0
4200000,0.2995452202,0.4000000000,0.0000000000,0.0000000000,1,0,0,1,0,0.6666666667,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0
2835000,-0.3692279579,0.4000000000,0.0000000000,0.3333333333,0,0,0,1,0,0.3333333333,0,-1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1
2345000,-0.6966962038,0.2000000000,0.0000000000,0.0000000000,1,0,0,0,0,0.0000000000,0,-1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1
3850000,-0.4937581359,0.2000000000,0.0000000000,0.0000000000,1,0,0,0,0,0.0000000000,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
3920000,1.3511333900,0.4000000000,0.0000000000,0.0000000000,1,0,0,0,1,0.6666666667,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0
3493000,-0.1155553731,0.4000000000,0.0000000000,0.3333333333,0,0,0,0,0,0.0000000000,0,-1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
4480000,-0.5122070512,0.4000000000,0.0000000000,0.3333333333,1,0,0,0,0,0.3333333333,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
7840000,0.5578300339,0.4000000000,0.3333333333,1.0000000000,1,0,0,0,1,0.0000000000,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0
4165000,-0.5094397139,0.4000000000,0.0000000000,0.3333333333,1,0,1,0,0,0.3333333333,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0
2450000,-0.1432287460,0.2000000000,0.0000000000,0.3333333333,1,0,0,0,0,0.0000000000,0,-1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1
4095000,-0.5122070512,0.2000000000,0.0000000000,0.3333333333,1,0,0,0,0,0.3333333333,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
5866000,-0.1616776613,0.4000000000,0.0000000000,0.0000000000,1,1,1,0,0,0.0000000000,0,-1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1
4900000,-0.2327059850,0.4000000000,0.0000000000,0.3333333333,1,1,1,0,0,0.6666666667,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0
3430000,-0.9065526149,0.2000000000,0.0000000000,0.0000000000,1,0,0,0,0,0.6666666667,0,-1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1
4445000,-0.6459616868,0.2000000000,0.0000000000,0.0000000000,1,1,1,0,0,0.0000000000,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0
5950000,0.6408501525,0.4000000000,0.0000000000,0.0000000000,1,1,1,0,0,0.6666666667,1,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0
3500000,-0.4199624749,0.4000000000,0.0000000000,0.3333333333,1,0,0,0,1,0.0000000000,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0
3675000,-0.7013084326,0.2000000000,0.0000000000,0.0000000000,1,0,0,0,1,0.0000000000,0,-1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1
5145000,1.3050111019,0.4000000000,0.0000000000,0.0000000000,1,0,0,0,0,0.3333333333,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0
